"","age","sex","walk_base","walk_scen","cycle_base","cycle_scen","scen","purpose"
"1","40-64","all",70.3382105410432,70.8886308247545,10.5638525742608,238.327800839114,"all_0_10","all"
"2","40-64","all",70.3382105419801,70.8886308256914,10.5638525741806,27.9988067961901,"all_0_2","all"
"3","40-64","all",70.3382105410432,70.8886308247545,10.5638525742608,107.64220944604,"all_0_5","all"
"4","40-64","all",70.3382105410432,77.8938203981823,10.5638525742608,10.807702987544,"all_1_0","all"
"5","40-64","all",70.3382105410432,77.8938203981823,10.5638525742608,235.78045917605,"all_1_10","all"
"6","40-64","all",70.3382105410432,77.8938203981823,10.5638525742608,25.451465133184,"all_1_2","all"
"7","40-64","all",70.3382105410432,77.8938203981823,10.5638525742608,105.094867782976,"all_1_5","all"
"8","40-64","all",70.3382105410432,118.164166298692,10.5638525742608,10.807702987544,"all_2_0","all"
"9","40-64","all",70.3382105410432,118.164166298692,10.5638525742608,221.13669703041,"all_2_10","all"
"10","40-64","all",70.3382105410432,118.164166298692,10.5638525742608,90.4511056373357,"all_2_5","all"
