"persid","cluster_id","household_id","participant_id","age","sex","year","trip_id","trip_purpose","participant_wt","trips_wt","trip_mode_base","trip_duration_base","trip_distance_base","day_type","trip_id_2","age_group","dist_cat","trip_mode_scen","trip_distance_scen","trip_duration_scen","trip_duration_base_hrs","trip_duration_scen_hrs"
"y18h2840226p04",28,40226,454,23,"female",18,1915,"Other",77.53,105.2,"car",0.333333333333333,23.42,"weekday",6,"20 to 39",">10km","car",23.42,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2840226p04",28,40226,454,23,"female",18,1916,"Leisure",77.53,105.2,"car",0.166666666666667,1.17,"weekday",7,"20 to 39","1-2km","car",1.17,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840226p04",28,40226,454,23,"female",18,1917,"Leisure",77.53,105.2,"car",0.383333333333333,16.46,"weekday",8,"20 to 39",">10km","car",16.46,0.383333333333333,2.68333333333333,2.68333333333333
"y18h2840226p04",28,40226,454,23,"female",18,1918,"Leisure",77.53,105.2,"car",0.166666666666667,6.17,"weekday",9,"20 to 39","6-10km","car",6.17,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840228p01",28,40228,455,49,"female",18,1919,"Work",152.5,152.5,"car",0.333333333333333,5.89,"weekend day",1,"40 to 64","6-10km","car",5.89,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2840228p01",28,40228,455,49,"female",18,1920,"Work",152.5,152.5,"car",0.25,5.87,"weekend day",2,"40 to 64","6-10km","car",5.87,0.25,1.75,1.75
"y18h2840228p02",28,40228,456,23,"female",18,1921,"Leisure",206.01,206.01,"walking",0.5,1.46,"weekend day",1,"20 to 39","1-2km","walking",1.46,0.5,3.5,3.5
"y18h2840228p02",28,40228,456,23,"female",18,1923,"Leisure",206.01,206.01,"walking",0.05,0.39,"weekend day",3,"20 to 39","<1km","walking",0.39,0.05,0.35,0.35
"y18h2840228p02",28,40228,456,23,"female",18,1924,"Leisure",206.01,206.01,"walking",0.05,0.39,"weekend day",4,"20 to 39","<1km","walking",0.39,0.05,0.35,0.35
"y18h2840229p01",28,40229,457,67,"female",18,1925,"Other",47.45,47.45,"walking",0.2,0.7,"weekday",1,"65 plus","<1km","walking",0.7,0.2,1.4,1.4
"y18h2840229p01",28,40229,457,67,"female",18,1926,"Other",47.45,47.45,"walking",0.166666666666667,0.7,"weekday",2,"65 plus","<1km","walking",0.7,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840229p01",28,40229,457,67,"female",18,1927,"Leisure",47.45,47.45,"car",0.0833333333333333,3.47,"weekday",3,"65 plus","3-5km","car",3.47,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840229p01",28,40229,457,67,"female",18,1928,"Leisure",47.45,47.45,"car",0.866666666666667,69.98,"weekday",4,"65 plus",">10km","car",69.98,0.866666666666667,6.06666666666667,6.06666666666667
"y18h2840229p01",28,40229,457,67,"female",18,1929,"Leisure",47.45,47.45,"car",6.96666666666667,71.89,"weekday",5,"65 plus",">10km","car",71.89,6.96666666666667,48.7666666666667,48.7666666666667
"y18h2840229p02",28,40229,458,66,"male",18,1930,"Other",49.01,59.14,"walking",0.2,0.7,"weekday",1,"65 plus","<1km","walking",0.7,0.2,1.4,1.4
"y18h2840229p02",28,40229,458,66,"male",18,1931,"Other",49.01,59.14,"walking",0.166666666666667,0.7,"weekday",2,"65 plus","<1km","walking",0.7,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840229p02",28,40229,458,66,"male",18,1932,"Leisure",49.01,59.14,"car",0.0833333333333333,3.47,"weekday",3,"65 plus","3-5km","car",3.47,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840229p02",28,40229,458,66,"male",18,1933,"Leisure",49.01,59.14,"car",0.866666666666667,69.98,"weekday",4,"65 plus",">10km","car",69.98,0.866666666666667,6.06666666666667,6.06666666666667
"y18h2840229p02",28,40229,458,66,"male",18,1934,"Leisure",49.01,59.14,"car",6.96666666666667,71.89,"weekday",5,"65 plus",">10km","car",71.89,6.96666666666667,48.7666666666667,48.7666666666667
"y18h2840231p01",28,40231,459,80,"male",18,1935,"Leisure",60.54,60.54,"car",1.33333333333333,91.67,"weekday",1,"65 plus",">10km","car",91.67,1.33333333333333,9.33333333333333,9.33333333333333
"y18h2840231p01",28,40231,459,80,"male",18,1936,"Leisure",60.54,60.54,"car",0.0833333333333333,0.75,"weekday",2,"65 plus","<1km","car",0.75,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840231p01",28,40231,459,80,"male",18,1937,"Other",60.54,60.54,"car",0.183333333333333,0.67,"weekday",3,"65 plus","<1km","car",0.67,0.183333333333333,1.28333333333333,1.28333333333333
"y18h2840231p01",28,40231,459,80,"male",18,1938,"Other",60.54,60.54,"car",2.16666666666667,153.87,"weekday",4,"65 plus",">10km","car",153.87,2.16666666666667,15.1666666666667,15.1666666666667
"y18h2840231p02",28,40231,460,75,"female",18,1939,"Leisure",58.63,58.63,"car",1.33333333333333,91.67,"weekday",1,"65 plus",">10km","car",91.67,1.33333333333333,9.33333333333333,9.33333333333333
"y18h2840231p02",28,40231,460,75,"female",18,1940,"Leisure",58.63,58.63,"car",0.0833333333333333,0.75,"weekday",2,"65 plus","<1km","car",0.75,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840231p02",28,40231,460,75,"female",18,1941,"Other",58.63,58.63,"car",0.183333333333333,0.67,"weekday",3,"65 plus","<1km","car",0.67,0.183333333333333,1.28333333333333,1.28333333333333
"y18h2840231p02",28,40231,460,75,"female",18,1942,"Other",58.63,58.63,"car",2.16666666666667,153.87,"weekday",4,"65 plus",">10km","car",153.87,2.16666666666667,15.1666666666667,15.1666666666667
"y18h2840231p02",28,40231,460,75,"female",18,1943,"Leisure",58.63,58.63,"car",0.0833333333333333,1.13,"weekday",5,"65 plus","1-2km","car",1.13,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840231p02",28,40231,460,75,"female",18,1944,"Shopping",58.63,58.63,"car",0.0833333333333333,0.82,"weekday",6,"65 plus","<1km","car",0.82,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840231p02",28,40231,460,75,"female",18,1945,"Shopping",58.63,58.63,"car",0.0833333333333333,1.98,"weekday",7,"65 plus","1-2km","car",1.98,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840231p03",28,40231,461,48,"male",18,1946,"Work",57.3,67.3,"car",0.0833333333333333,3.09,"weekday",1,"40 to 64","3-5km","bicycle",3.09,0.280909090909091,0.583333333333333,1.96636363636364
"y18h2840231p03",28,40231,461,48,"male",18,1947,"Other",57.3,67.3,"car",0.166666666666667,2.6,"weekday",2,"40 to 64","3-5km","car",2.6,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840231p03",28,40231,461,48,"male",18,1948,"Other",57.3,67.3,"car",0.0833333333333333,1.89,"weekday",3,"40 to 64","1-2km","car",1.89,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840232p01",28,40232,462,44,"male",18,1949,"Work",57.59,57.59,"car",1.16666666666667,47.13,"weekday",1,"40 to 64",">10km","car",47.13,1.16666666666667,8.16666666666667,8.16666666666667
"y18h2840232p01",28,40232,462,44,"male",18,1950,"Work",57.59,57.59,"car",0.0833333333333333,2.58,"weekday",2,"40 to 64","3-5km","bicycle",2.58,0.234545454545455,0.583333333333333,1.64181818181818
"y18h2840232p01",28,40232,462,44,"male",18,1951,"Work",57.59,57.59,"car",1.41666666666667,44.46,"weekday",3,"40 to 64",">10km","car",44.46,1.41666666666667,9.91666666666667,9.91666666666667
"y18h2840234p01",28,40234,463,49,"female",18,1952,"Shopping",146.37,146.37,"car",0.166666666666667,4.3,"weekend day",1,"40 to 64","3-5km","car",4.3,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840234p01",28,40234,463,49,"female",18,1953,"Shopping",146.37,146.37,"car",0.166666666666667,4.32,"weekend day",2,"40 to 64","3-5km","car",4.32,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840234p02",28,40234,464,23,"male",18,1954,"Shopping",207.86,207.86,"car",0.166666666666667,5.65,"weekend day",1,"20 to 39","6-10km","car",5.65,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840234p02",28,40234,464,23,"male",18,1955,"Shopping",207.86,207.86,"car",0.166666666666667,6.74,"weekend day",2,"20 to 39","6-10km","car",6.74,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840234p02",28,40234,464,23,"male",18,1956,"Shopping",207.86,207.86,"car",0.0833333333333333,6.22,"weekend day",3,"20 to 39","6-10km","car",6.22,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840234p03",28,40234,465,17,"male",18,1957,"Shopping",169.77,169.77,"car",0.166666666666667,5.65,"weekend day",1,"15 to 19","6-10km","car",5.65,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840234p03",28,40234,465,17,"male",18,1958,"Shopping",169.77,169.77,"car",0.166666666666667,6.74,"weekend day",2,"15 to 19","6-10km","car",6.74,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840234p03",28,40234,465,17,"male",18,1959,"Shopping",169.77,169.77,"car",0.0833333333333333,6.22,"weekend day",3,"15 to 19","6-10km","car",6.22,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840235p01",28,40235,466,60,"female",18,1960,"Shopping",119.84,119.84,"car",0.166666666666667,4.04,"weekend day",1,"40 to 64","3-5km","car",4.04,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840235p01",28,40235,466,60,"female",18,1961,"Shopping",119.84,119.84,"car",0.0833333333333333,4.07,"weekend day",2,"40 to 64","3-5km","car",4.07,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840237p01",28,40237,467,48,"female",18,1962,"Work",54.99,54.99,"car",0.5,42.72,"weekday",1,"40 to 64",">10km","car",42.72,0.5,3.5,3.5
"y18h2840237p01",28,40237,467,48,"female",18,1963,"Shopping",54.99,54.99,"car",0.583333333333333,39.67,"weekday",2,"40 to 64",">10km","car",39.67,0.583333333333333,4.08333333333333,4.08333333333333
"y18h2840237p01",28,40237,467,48,"female",18,1964,"Shopping",54.99,54.99,"car",0.0833333333333333,2.47,"weekday",3,"40 to 64","3-5km","car",2.47,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840237p01",28,40237,467,48,"female",18,1965,"Other",54.99,54.99,"walking",0.333333333333333,1.59,"weekday",4,"40 to 64","1-2km","walking",1.59,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2840237p01",28,40237,467,48,"female",18,1966,"Other",54.99,54.99,"walking",0.333333333333333,1.59,"weekday",5,"40 to 64","1-2km","walking",1.59,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2840237p02",28,40237,468,48,"male",18,1967,"Other",56.79,67.69,"car",0.05,2.45,"weekday",1,"40 to 64","3-5km","car",2.45,0.05,0.35,0.35
"y18h2840237p02",28,40237,468,48,"male",18,1968,"Other",56.79,67.69,"car",0.0833333333333333,2.47,"weekday",2,"40 to 64","3-5km","car",2.47,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840237p02",28,40237,468,48,"male",18,1969,"Other",56.79,67.69,"walking",0.333333333333333,1.59,"weekday",3,"40 to 64","1-2km","walking",1.59,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2840237p02",28,40237,468,48,"male",18,1970,"Other",56.79,67.69,"walking",0.333333333333333,1.59,"weekday",4,"40 to 64","1-2km","walking",1.59,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2840237p03",28,40237,469,17,"male",18,1971,"Work",61.22,61.22,"car",0.05,2.45,"weekday",1,"15 to 19","3-5km","bicycle",2.45,0.222727272727273,0.35,1.55909090909091
"y18h2840237p03",28,40237,469,17,"male",18,1972,"Work",61.22,61.22,"car",0.0833333333333333,2.47,"weekday",2,"15 to 19","3-5km","bicycle",2.47,0.224545454545455,0.583333333333333,1.57181818181818
"y18h2840238p02",28,40238,470,65,"male",18,1973,"Other",49.76,49.76,"walking",0.25,0.56,"weekday",1,"65 plus","<1km","walking",0.56,0.25,1.75,1.75
"y18h2840238p02",28,40238,470,65,"male",18,1974,"Other",49.76,49.76,"walking",0.25,0.56,"weekday",2,"65 plus","<1km","walking",0.56,0.25,1.75,1.75
"y18h2840240p01",28,40240,471,69,"female",18,1975,"Shopping",48.41,48.41,"car",0.0833333333333333,1.71,"weekday",1,"65 plus","1-2km","car",1.71,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840240p01",28,40240,471,69,"female",18,1976,"Shopping",48.41,48.41,"car",0.0833333333333333,1.74,"weekday",2,"65 plus","1-2km","car",1.74,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840240p02",28,40240,472,67,"male",18,1977,"Shopping",49.99,49.99,"car",1,45.08,"weekday",1,"65 plus",">10km","car",45.08,1,7,7
"y18h2840240p02",28,40240,472,67,"male",18,1978,"Shopping",49.99,49.99,"car",1,43.42,"weekday",2,"65 plus",">10km","car",43.42,1,7,7
"y18h2840240p02",28,40240,472,67,"male",18,1979,"Shopping",49.99,49.99,"car",0.166666666666667,5.87,"weekday",3,"65 plus","6-10km","car",5.87,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840240p02",28,40240,472,67,"male",18,1980,"Shopping",49.99,49.99,"car",0.166666666666667,5.71,"weekday",4,"65 plus","6-10km","car",5.71,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840306p01",28,40306,473,27,"female",18,1981,"Work",0,0,"walking",0.0666666666666667,0.42,"weekend day",1,"20 to 39","<1km","walking",0.42,0.0666666666666667,0.466666666666667,0.466666666666667
"y18h2840306p01",28,40306,473,27,"female",18,1982,"Work",0,0,"public.transport",0.25,4.44,"weekend day",2,"20 to 39","3-5km","public.transport",4.44,0.25,1.75,1.75
"y18h2840306p01",28,40306,473,27,"female",18,1983,"Work",0,0,"walking",0.166666666666667,0.8,"weekend day",3,"20 to 39","<1km","walking",0.8,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840306p01",28,40306,473,27,"female",18,1984,"Work",0,0,"walking",0.1,0.73,"weekend day",4,"20 to 39","<1km","walking",0.73,0.1,0.7,0.7
"y18h2840306p01",28,40306,473,27,"female",18,1985,"Work",0,0,"public.transport",0.266666666666667,4.44,"weekend day",5,"20 to 39","3-5km","public.transport",4.44,0.266666666666667,1.86666666666667,1.86666666666667
"y18h2840306p01",28,40306,473,27,"female",18,1986,"Work",0,0,"walking",0.1,0.42,"weekend day",6,"20 to 39","<1km","walking",0.42,0.1,0.7,0.7
"y18h2840326p01",28,40326,474,71,"male",18,1987,"Shopping",669.91,798.46,"walking",0.25,0.79,"weekday",1,"65 plus","<1km","walking",0.79,0.25,1.75,1.75
"y18h2840326p01",28,40326,474,71,"male",18,1988,"Shopping",669.91,798.46,"walking",0.25,0.79,"weekday",2,"65 plus","<1km","walking",0.79,0.25,1.75,1.75
"y18h2840326p01",28,40326,474,71,"male",18,1989,"Leisure",669.91,798.46,"walking",0.166666666666667,0.51,"weekday",3,"65 plus","<1km","walking",0.51,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840326p01",28,40326,474,71,"male",18,1990,"Leisure",669.91,798.46,"walking",0.166666666666667,0.51,"weekday",4,"65 plus","<1km","walking",0.51,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840326p02",28,40326,475,68,"female",18,1991,"Shopping",533.14,533.14,"walking",0.25,0.79,"weekday",1,"65 plus","<1km","walking",0.79,0.25,1.75,1.75
"y18h2840326p02",28,40326,475,68,"female",18,1992,"Shopping",533.14,533.14,"walking",0.25,0.79,"weekday",2,"65 plus","<1km","walking",0.79,0.25,1.75,1.75
"y18h2840326p02",28,40326,475,68,"female",18,1993,"Leisure",533.14,533.14,"walking",0.166666666666667,0.51,"weekday",3,"65 plus","<1km","walking",0.51,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840326p02",28,40326,475,68,"female",18,1994,"Leisure",533.14,533.14,"walking",0.166666666666667,0.51,"weekday",4,"65 plus","<1km","walking",0.51,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840327p01",28,40327,476,79,"male",18,1995,"Shopping",0,0,"car",0.166666666666667,3.43,"weekend day",1,"65 plus","3-5km","car",3.43,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840327p01",28,40327,476,79,"male",18,1996,"Other",0,0,"car",0.166666666666667,3.45,"weekend day",2,"65 plus","3-5km","car",3.45,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840327p01",28,40327,476,79,"male",18,1997,"Leisure",0,0,"walking",0.416666666666667,1.61,"weekend day",3,"65 plus","1-2km","walking",1.61,0.416666666666667,2.91666666666667,2.91666666666667
"y18h2840327p01",28,40327,476,79,"male",18,1998,"Other",0,0,"walking",0.416666666666667,1.61,"weekend day",4,"65 plus","1-2km","walking",1.61,0.416666666666667,2.91666666666667,2.91666666666667
"y18h2840327p02",28,40327,477,69,"female",18,1999,"Leisure",0,0,"walking",0.416666666666667,1.61,"weekend day",1,"65 plus","1-2km","walking",1.61,0.416666666666667,2.91666666666667,2.91666666666667
"y18h2840327p02",28,40327,477,69,"female",18,2000,"Other",0,0,"walking",0.416666666666667,1.61,"weekend day",2,"65 plus","1-2km","walking",1.61,0.416666666666667,2.91666666666667,2.91666666666667
"y18h2840334p01",28,40334,478,69,"male",18,2001,"Leisure",0,0,"car",0.166666666666667,2.26,"weekend day",1,"65 plus","3-5km","car",2.26,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840334p01",28,40334,478,69,"male",18,2002,"Other",0,0,"car",0.333333333333333,6.05,"weekend day",2,"65 plus","6-10km","car",6.05,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2840334p01",28,40334,478,69,"male",18,2003,"Other",0,0,"car",0.0833333333333333,1,"weekend day",3,"65 plus","1-2km","car",1,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840334p01",28,40334,478,69,"male",18,2004,"Other",0,0,"car",0.233333333333333,4.64,"weekend day",4,"65 plus","3-5km","car",4.64,0.233333333333333,1.63333333333333,1.63333333333333
"y18h2840337p01",28,40337,479,61,"male",18,2005,"Leisure",543.13,543.13,"walking",1,2.79,"weekday",1,"40 to 64","3-5km","walking",2.79,1,7,7
"y18h2840337p01",28,40337,479,61,"male",18,2006,"Leisure",543.13,543.13,"walking",0.916666666666667,2.79,"weekday",2,"40 to 64","3-5km","walking",2.79,0.916666666666667,6.41666666666667,6.41666666666667
"y18h2840337p02",28,40337,480,59,"female",18,2007,"Leisure",534.68,648.69,"walking",1,2.79,"weekday",1,"40 to 64","3-5km","walking",2.79,1,7,7
"y18h2840337p02",28,40337,480,59,"female",18,2008,"Leisure",534.68,648.69,"walking",0.916666666666667,2.79,"weekday",2,"40 to 64","3-5km","walking",2.79,0.916666666666667,6.41666666666667,6.41666666666667
"y18h2840405p01",28,40405,481,46,"female",18,2009,"Other",69.34,98.14,"car",0.333333333333333,8.37,"weekday",1,"40 to 64","6-10km","car",8.37,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2840405p01",28,40405,481,46,"female",18,2010,"Other",69.34,98.14,"walking",0.0333333333333333,0.18,"weekday",2,"40 to 64","<1km","walking",0.18,0.0333333333333333,0.233333333333333,0.233333333333333
"y18h2840405p01",28,40405,481,46,"female",18,2011,"Other",69.34,98.14,"public.transport",0.366666666666667,8.45,"weekday",3,"40 to 64","6-10km","public.transport",8.45,0.366666666666667,2.56666666666667,2.56666666666667
"y18h2840405p01",28,40405,481,46,"female",18,2012,"Other",69.34,98.14,"walking",0.25,1.18,"weekday",4,"40 to 64","1-2km","walking",1.18,0.25,1.75,1.75
"y18h2840405p01",28,40405,481,46,"female",18,2013,"Other",69.34,98.14,"car",0.05,1.81,"weekday",5,"40 to 64","1-2km","car",1.81,0.05,0.35,0.35
"y18h2840405p01",28,40405,481,46,"female",18,2014,"Other",69.34,98.14,"public.transport",0.4,8.44,"weekday",6,"40 to 64","6-10km","public.transport",8.44,0.4,2.8,2.8
"y18h2840405p01",28,40405,481,46,"female",18,2015,"Other",69.34,98.14,"walking",0.0333333333333333,0.18,"weekday",7,"40 to 64","<1km","walking",0.18,0.0333333333333333,0.233333333333333,0.233333333333333
"y18h2840405p01",28,40405,481,46,"female",18,2016,"Shopping",69.34,98.14,"car",0.2,4.04,"weekday",8,"40 to 64","3-5km","car",4.04,0.2,1.4,1.4
"y18h2840405p01",28,40405,481,46,"female",18,2017,"Other",69.34,98.14,"car",0.25,11.36,"weekday",9,"40 to 64",">10km","car",11.36,0.25,1.75,1.75
"y18h2840405p01",28,40405,481,46,"female",18,2018,"Other",69.34,98.14,"car",0.0666666666666667,1.54,"weekday",10,"40 to 64","1-2km","car",1.54,0.0666666666666667,0.466666666666667,0.466666666666667
"y18h2840405p01",28,40405,481,46,"female",18,2019,"Other",69.34,98.14,"car",0.0333333333333333,0.68,"weekday",11,"40 to 64","<1km","car",0.68,0.0333333333333333,0.233333333333333,0.233333333333333
"y18h2840405p01",28,40405,481,46,"female",18,2020,"Other",69.34,98.14,"car",0.0333333333333333,0.68,"weekday",12,"40 to 64","<1km","car",0.68,0.0333333333333333,0.233333333333333,0.233333333333333
"y18h2840405p01",28,40405,481,46,"female",18,2021,"Leisure",69.34,98.14,"car",0.25,9.85,"weekday",13,"40 to 64","6-10km","car",9.85,0.25,1.75,1.75
"y18h2840405p01",28,40405,481,46,"female",18,2022,"Leisure",69.34,98.14,"car",0.25,9.81,"weekday",14,"40 to 64","6-10km","car",9.81,0.25,1.75,1.75
"y18h2840405p02",28,40405,482,45,"male",18,2023,"Work",71.61,71.61,"car",0.5,25.69,"weekday",1,"40 to 64",">10km","car",25.69,0.5,3.5,3.5
"y18h2840405p02",28,40405,482,45,"male",18,2024,"Leisure",71.61,71.61,"car",0.0833333333333333,3.19,"weekday",2,"40 to 64","3-5km","car",3.19,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840405p02",28,40405,482,45,"male",18,2025,"Work",71.61,71.61,"car",0.0833333333333333,4.15,"weekday",3,"40 to 64","3-5km","bicycle",4.15,0.377272727272727,0.583333333333333,2.64090909090909
"y18h2840405p02",28,40405,482,45,"male",18,2026,"Work",71.61,71.61,"car",0.5,26.52,"weekday",4,"40 to 64",">10km","car",26.52,0.5,3.5,3.5
"y18h2840405p02",28,40405,482,45,"male",18,2027,"Leisure",71.61,71.61,"car",0.25,9.85,"weekday",5,"40 to 64","6-10km","car",9.85,0.25,1.75,1.75
"y18h2840405p02",28,40405,482,45,"male",18,2028,"Leisure",71.61,71.61,"car",0.25,9.81,"weekday",6,"40 to 64","6-10km","car",9.81,0.25,1.75,1.75
"y18h2840408p01",28,40408,483,55,"male",18,2029,"Work",61.97,61.97,"car",0.166666666666667,1.66,"weekday",1,"40 to 64","1-2km","bicycle",1.66,0.150909090909091,1.16666666666667,1.05636363636364
"y18h2840408p01",28,40408,483,55,"male",18,2030,"Work",61.97,61.97,"public.transport",0.7,24.96,"weekday",2,"40 to 64",">10km","public.transport",24.96,0.7,4.9,4.9
"y18h2840408p01",28,40408,483,55,"male",18,2031,"Work",61.97,61.97,"walking",0.233333333333333,2.02,"weekday",3,"40 to 64","3-5km","walking",2.02,0.233333333333333,1.63333333333333,1.63333333333333
"y18h2840408p01",28,40408,483,55,"male",18,2032,"Work",61.97,61.97,"walking",0.166666666666667,2.02,"weekday",4,"40 to 64","3-5km","walking",2.02,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840408p01",28,40408,483,55,"male",18,2033,"Work",61.97,61.97,"public.transport",0.666666666666667,24.96,"weekday",5,"40 to 64",">10km","public.transport",24.96,0.666666666666667,4.66666666666667,4.66666666666667
"y18h2840408p01",28,40408,483,55,"male",18,2034,"Work",61.97,61.97,"car",0.166666666666667,1.66,"weekday",6,"40 to 64","1-2km","bicycle",1.66,0.150909090909091,1.16666666666667,1.05636363636364
"y18h2840409p01",28,40409,484,49,"male",18,2035,"Work",70.64,70.64,"car",0.666666666666667,34.16,"weekday",1,"40 to 64",">10km","car",34.16,0.666666666666667,4.66666666666667,4.66666666666667
"y18h2840409p01",28,40409,484,49,"male",18,2036,"Leisure",70.64,70.64,"walking",0.583333333333333,2.24,"weekday",2,"40 to 64","3-5km","walking",2.24,0.583333333333333,4.08333333333333,4.08333333333333
"y18h2840409p01",28,40409,484,49,"male",18,2037,"Work",70.64,70.64,"walking",0.583333333333333,2.24,"weekday",3,"40 to 64","3-5km","walking",2.24,0.583333333333333,4.08333333333333,4.08333333333333
"y18h2840409p01",28,40409,484,49,"male",18,2038,"Work",70.64,70.64,"car",0.75,36.62,"weekday",4,"40 to 64",">10km","car",36.62,0.75,5.25,5.25
"y18h2840409p01",28,40409,484,49,"male",18,2039,"Other",70.64,70.64,"walking",0.333333333333333,1.54,"weekday",5,"40 to 64","1-2km","walking",1.54,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2840409p01",28,40409,484,49,"male",18,2040,"Other",70.64,70.64,"walking",0.333333333333333,1.54,"weekday",6,"40 to 64","1-2km","walking",1.54,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2840411p01",28,40411,485,47,"female",18,2041,"Work",69.36,69.36,"car",1,15.03,"weekday",1,"40 to 64",">10km","car",15.03,1,7,7
"y18h2840411p01",28,40411,485,47,"female",18,2042,"Work",69.36,69.36,"car",0.666666666666667,15.05,"weekday",2,"40 to 64",">10km","car",15.05,0.666666666666667,4.66666666666667,4.66666666666667
"y18h2840411p01",28,40411,485,47,"female",18,2043,"Leisure",69.36,69.36,"car",0.166666666666667,4.72,"weekday",3,"40 to 64","3-5km","car",4.72,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2840411p01",28,40411,485,47,"female",18,2044,"Other",69.36,69.36,"car",0.25,5.36,"weekday",4,"40 to 64","6-10km","car",5.36,0.25,1.75,1.75
"y18h2840412p01",28,40412,486,66,"female",18,2045,"Other",60.22,60.22,"car",2,139.68,"weekday",1,"65 plus",">10km","car",139.68,2,14,14
"y18h2840412p01",28,40412,486,66,"female",18,2046,"Other",60.22,60.22,"car",0.333333333333333,15.54,"weekday",2,"65 plus",">10km","car",15.54,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2840412p03",28,40412,487,43,"female",18,2047,"Other",69.34,84.13,"car",0.25,6.27,"weekday",1,"40 to 64","6-10km","car",6.27,0.25,1.75,1.75
"y18h2840412p03",28,40412,487,43,"female",18,2048,"Other",69.34,84.13,"car",0.25,6.37,"weekday",2,"40 to 64","6-10km","car",6.37,0.25,1.75,1.75
"y18h2840412p04",28,40412,488,22,"female",18,2049,"Work",96.43,96.43,"car",0.25,6.27,"weekday",1,"20 to 39","6-10km","car",6.27,0.25,1.75,1.75
"y18h2840412p04",28,40412,488,22,"female",18,2050,"Shopping",96.43,96.43,"car",0.0833333333333333,3.85,"weekday",2,"20 to 39","3-5km","car",3.85,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840412p04",28,40412,488,22,"female",18,2051,"Shopping",96.43,96.43,"car",0.25,7.2,"weekday",3,"20 to 39","6-10km","car",7.2,0.25,1.75,1.75
"y18h2840412p05",28,40412,489,20,"male",18,2052,"Other",99.58,116.97,"car",0.25,6.27,"weekday",1,"20 to 39","6-10km","car",6.27,0.25,1.75,1.75
"y18h2840412p05",28,40412,489,20,"male",18,2053,"Shopping",99.58,116.97,"car",0.0833333333333333,3.85,"weekday",2,"20 to 39","3-5km","car",3.85,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2840412p05",28,40412,489,20,"male",18,2054,"Shopping",99.58,116.97,"car",0.25,7.2,"weekday",3,"20 to 39","6-10km","car",7.2,0.25,1.75,1.75
