"persid","cluster_id","household_id","participant_id","age","sex","year","trip_id","trip_purpose","participant_wt","trips_wt","trip_mode_base","trip_duration_base","trip_distance_base","day_type","trip_id_2","age_group","dist_cat","trip_mode_scen","trip_distance_scen","trip_duration_scen","trip_duration_base_hrs","trip_duration_scen_hrs"
"y17h2810101p01",28,10101,1,74,"male",17,1,"Leisure",69.63,69.63,"car",0.5,19.74,"weekday",1,"65 plus",">10km","car",19.74,0.5,3.5,3.5
"y17h2810101p01",28,10101,1,74,"male",17,2,"Shopping",69.63,69.63,"car",0.333333333333333,8.77,"weekday",2,"65 plus","6-10km","car",8.77,0.333333333333333,2.33333333333333,2.33333333333333
"y17h2810101p01",28,10101,1,74,"male",17,3,"Shopping",69.63,69.63,"car",0.5,18.39,"weekday",3,"65 plus",">10km","car",18.39,0.5,3.5,3.5
"y17h2810101p02",28,10101,2,71,"female",17,4,"Shopping",67.42,67.42,"car",0.166666666666667,11.85,"weekday",1,"65 plus",">10km","car",11.85,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810101p02",28,10101,2,71,"female",17,5,"Shopping",67.42,67.42,"car",0.166666666666667,14.05,"weekday",2,"65 plus",">10km","car",14.05,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810106p02",28,10106,3,42,"female",17,6,"Shopping",191.15,191.15,"walking",0.5,1.34,"weekend day",1,"40 to 64","1-2km","walking",1.34,0.5,3.5,3.5
"y17h2810106p02",28,10106,3,42,"female",17,7,"Shopping",191.15,191.15,"walking",0.5,1.34,"weekend day",2,"40 to 64","1-2km","walking",1.34,0.5,3.5,3.5
"y17h2810107p01",28,10107,4,45,"female",17,8,"Leisure",199.15,199.15,"car",1,66.78,"weekend day",1,"40 to 64",">10km","car",66.78,1,7,7
"y17h2810107p01",28,10107,4,45,"female",17,9,"Leisure",199.15,199.15,"car",1,66.71,"weekend day",2,"40 to 64",">10km","car",66.71,1,7,7
"y17h2810107p02",28,10107,5,43,"male",17,10,"Leisure",209.36,209.36,"car",1,66.78,"weekend day",1,"40 to 64",">10km","car",66.78,1,7,7
"y17h2810107p02",28,10107,5,43,"male",17,11,"Leisure",209.36,209.36,"car",1,66.71,"weekend day",2,"40 to 64",">10km","car",66.71,1,7,7
"y17h2810107p03",28,10107,6,19,"male",17,12,"Work",230.99,230.99,"car",0.666666666666667,28.54,"weekend day",1,"15 to 19",">10km","car",28.54,0.666666666666667,4.66666666666667,4.66666666666667
"y17h2810107p03",28,10107,6,19,"male",17,13,"Work",230.99,230.99,"car",0.333333333333333,23.58,"weekend day",2,"15 to 19",">10km","car",23.58,0.333333333333333,2.33333333333333,2.33333333333333
"y17h2810109p01",28,10109,7,47,"female",17,14,"Other",64.22,81.47,"car",0.166666666666667,3.83,"weekday",1,"40 to 64","3-5km","car",3.83,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810109p01",28,10109,7,47,"female",17,15,"Other",64.22,81.47,"car",0.166666666666667,3.83,"weekday",2,"40 to 64","3-5km","car",3.83,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810109p01",28,10109,7,47,"female",17,16,"Other",64.22,81.47,"car",0.166666666666667,3.83,"weekday",3,"40 to 64","3-5km","car",3.83,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810109p01",28,10109,7,47,"female",17,17,"Other",64.22,81.47,"car",0.0833333333333333,3.83,"weekday",4,"40 to 64","3-5km","car",3.83,0.0833333333333333,0.583333333333333,0.583333333333333
"y17h2810109p02",28,10109,8,42,"male",17,18,"Work",66.31,66.31,"car",0.05,1.7,"weekday",1,"40 to 64","1-2km","bicycle",1.7,0.154545454545455,0.35,1.08181818181818
"y17h2810109p02",28,10109,8,42,"male",17,19,"Work",66.31,66.31,"public.transport",1,33.65,"weekday",2,"40 to 64",">10km","public.transport",33.65,1,7,7
"y17h2810109p02",28,10109,8,42,"male",17,20,"Work",66.31,66.31,"walking",0.15,0.81,"weekday",3,"40 to 64","<1km","walking",0.81,0.15,1.05,1.05
"y17h2810109p02",28,10109,8,42,"male",17,21,"Work",66.31,66.31,"walking",0.333333333333333,1.24,"weekday",4,"40 to 64","1-2km","walking",1.24,0.333333333333333,2.33333333333333,2.33333333333333
"y17h2810109p02",28,10109,8,42,"male",17,22,"Work",66.31,66.31,"walking",0.166666666666667,0.4,"weekday",5,"40 to 64","<1km","walking",0.4,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810109p02",28,10109,8,42,"male",17,23,"Work",66.31,66.31,"public.transport",1,33.48,"weekday",6,"40 to 64",">10km","public.transport",33.48,1,7,7
"y17h2810109p02",28,10109,8,42,"male",17,24,"Work",66.31,66.31,"car",0.0833333333333333,1.63,"weekday",7,"40 to 64","1-2km","bicycle",1.63,0.148181818181818,0.583333333333333,1.03727272727273
"y17h2810110p01",28,10110,9,44,"female",17,25,"Work",64.79,64.79,"car",0.333333333333333,18.45,"weekday",1,"40 to 64",">10km","car",18.45,0.333333333333333,2.33333333333333,2.33333333333333
"y17h2810110p01",28,10110,9,44,"female",17,26,"Shopping",64.79,64.79,"car",0.333333333333333,24.75,"weekday",2,"40 to 64",">10km","car",24.75,0.333333333333333,2.33333333333333,2.33333333333333
"y17h2810110p01",28,10110,9,44,"female",17,27,"Shopping",64.79,64.79,"car",0.333333333333333,9.98,"weekday",3,"40 to 64","6-10km","car",9.98,0.333333333333333,2.33333333333333,2.33333333333333
"y17h2810111p01",28,10111,10,36,"female",17,28,"Work",71.81,71.81,"car",0.0833333333333333,1.39,"weekday",1,"20 to 39","1-2km","bicycle",1.39,0.126363636363636,0.583333333333333,0.884545454545454
"y17h2810111p01",28,10111,10,36,"female",17,29,"Work",71.81,71.81,"public.transport",0.716666666666667,34.9,"weekday",2,"20 to 39",">10km","public.transport",34.9,0.716666666666667,5.01666666666667,5.01666666666667
"y17h2810111p01",28,10111,10,36,"female",17,30,"Work",71.81,71.81,"walking",0.166666666666667,1.14,"weekday",3,"20 to 39","1-2km","walking",1.14,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810111p01",28,10111,10,36,"female",17,31,"Work",71.81,71.81,"walking",0.183333333333333,1.14,"weekday",4,"20 to 39","1-2km","walking",1.14,0.183333333333333,1.28333333333333,1.28333333333333
"y17h2810111p01",28,10111,10,36,"female",17,32,"Work",71.81,71.81,"public.transport",0.75,34.9,"weekday",5,"20 to 39",">10km","public.transport",34.9,0.75,5.25,5.25
"y17h2810111p01",28,10111,10,36,"female",17,33,"Work",71.81,71.81,"car",0.0833333333333333,1.39,"weekday",6,"20 to 39","1-2km","bicycle",1.39,0.126363636363636,0.583333333333333,0.884545454545454
"y17h2810111p02",28,10111,11,32,"male",17,34,"Work",74.16,74.16,"car",0.166666666666667,7.13,"weekday",1,"20 to 39","6-10km","car",7.13,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810112p01",28,10112,12,62,"male",17,35,"Work",58.38,58.38,"car",0.75,28.89,"weekday",1,"40 to 64",">10km","car",28.89,0.75,5.25,5.25
"y17h2810112p01",28,10112,12,62,"male",17,36,"Work",58.38,58.38,"car",0.0833333333333333,2.23,"weekday",2,"40 to 64","3-5km","bicycle",2.23,0.202727272727273,0.583333333333333,1.41909090909091
"y17h2810112p01",28,10112,12,62,"male",17,37,"Work",58.38,58.38,"car",1,24.57,"weekday",3,"40 to 64",">10km","car",24.57,1,7,7
"y17h2810112p01",28,10112,12,62,"male",17,38,"Other",58.38,58.38,"walking",0.25,1.34,"weekday",4,"40 to 64","1-2km","walking",1.34,0.25,1.75,1.75
"y17h2810112p01",28,10112,12,62,"male",17,39,"Other",58.38,58.38,"public.transport",0.583333333333333,34.9,"weekday",5,"40 to 64",">10km","public.transport",34.9,0.583333333333333,4.08333333333333,4.08333333333333
"y17h2810112p01",28,10112,12,62,"male",17,40,"Other",58.38,58.38,"walking",0.416666666666667,0.87,"weekday",6,"40 to 64","<1km","walking",0.87,0.416666666666667,2.91666666666667,2.91666666666667
"y17h2810112p02",28,10112,13,60,"female",17,41,"Work",56.53,56.53,"walking",0.25,1.34,"weekday",1,"40 to 64","1-2km","walking",1.34,0.25,1.75,1.75
"y17h2810112p02",28,10112,13,60,"female",17,42,"Work",56.53,56.53,"public.transport",0.75,34.9,"weekday",2,"40 to 64",">10km","public.transport",34.9,0.75,5.25,5.25
"y17h2810112p02",28,10112,13,60,"female",17,43,"Work",56.53,56.53,"walking",0.233333333333333,0.96,"weekday",3,"40 to 64","<1km","walking",0.96,0.233333333333333,1.63333333333333,1.63333333333333
"y17h2810112p02",28,10112,13,60,"female",17,44,"Other",56.53,56.53,"walking",0.333333333333333,0.96,"weekday",4,"40 to 64","<1km","walking",0.96,0.333333333333333,2.33333333333333,2.33333333333333
"y17h2810114p01",28,10114,14,27,"male",17,45,"Other",282.82,282.82,"car",0.25,4.84,"weekend day",1,"20 to 39","3-5km","car",4.84,0.25,1.75,1.75
"y17h2810114p01",28,10114,14,27,"male",17,46,"Other",282.82,282.82,"car",0.416666666666667,12.97,"weekend day",2,"20 to 39",">10km","car",12.97,0.416666666666667,2.91666666666667,2.91666666666667
"y17h2810114p01",28,10114,14,27,"male",17,47,"Other",282.82,282.82,"car",0.666666666666667,16,"weekend day",3,"20 to 39",">10km","car",16,0.666666666666667,4.66666666666667,4.66666666666667
"y17h2810114p01",28,10114,14,27,"male",17,48,"Leisure",282.82,282.82,"car",0.333333333333333,6.1,"weekend day",4,"20 to 39","6-10km","car",6.1,0.333333333333333,2.33333333333333,2.33333333333333
"y17h2810114p01",28,10114,14,27,"male",17,49,"Shopping",282.82,282.82,"car",0.0333333333333333,0.12,"weekend day",5,"20 to 39","<1km","car",0.12,0.0333333333333333,0.233333333333333,0.233333333333333
"y17h2810114p01",28,10114,14,27,"male",17,50,"Shopping",282.82,282.82,"car",0.416666666666667,5.55,"weekend day",6,"20 to 39","6-10km","car",5.55,0.416666666666667,2.91666666666667,2.91666666666667
"y17h2810114p02",28,10114,15,23,"female",17,51,"Other",269.03,269.03,"car",0.25,4.84,"weekend day",1,"20 to 39","3-5km","car",4.84,0.25,1.75,1.75
"y17h2810114p02",28,10114,15,23,"female",17,52,"Other",269.03,269.03,"car",0.416666666666667,12.97,"weekend day",2,"20 to 39",">10km","car",12.97,0.416666666666667,2.91666666666667,2.91666666666667
"y17h2810114p02",28,10114,15,23,"female",17,53,"Other",269.03,269.03,"car",0.416666666666667,16,"weekend day",3,"20 to 39",">10km","car",16,0.416666666666667,2.91666666666667,2.91666666666667
"y17h2810114p02",28,10114,15,23,"female",17,54,"Leisure",269.03,269.03,"car",0.333333333333333,6.1,"weekend day",4,"20 to 39","6-10km","car",6.1,0.333333333333333,2.33333333333333,2.33333333333333
"y17h2810114p02",28,10114,15,23,"female",17,55,"Shopping",269.03,269.03,"car",0.0333333333333333,0.12,"weekend day",5,"20 to 39","<1km","car",0.12,0.0333333333333333,0.233333333333333,0.233333333333333
"y17h2810114p02",28,10114,15,23,"female",17,56,"Shopping",269.03,269.03,"car",0.416666666666667,5.55,"weekend day",6,"20 to 39","6-10km","car",5.55,0.416666666666667,2.91666666666667,2.91666666666667
"y17h2810115p01",28,10115,16,57,"male",17,57,"Work",58.18,58.18,"car",0.466666666666667,28.98,"weekday",1,"40 to 64",">10km","car",28.98,0.466666666666667,3.26666666666667,3.26666666666667
"y17h2810115p01",28,10115,16,57,"male",17,58,"Shopping",58.18,58.18,"car",0.583333333333333,21.59,"weekday",2,"40 to 64",">10km","car",21.59,0.583333333333333,4.08333333333333,4.08333333333333
"y17h2810115p01",28,10115,16,57,"male",17,59,"Shopping",58.18,58.18,"car",0.583333333333333,12.07,"weekday",3,"40 to 64",">10km","car",12.07,0.583333333333333,4.08333333333333,4.08333333333333
"y17h2810115p01",28,10115,16,57,"male",17,60,"Other",58.18,58.18,"walking",0.333333333333333,1.15,"weekday",4,"40 to 64","1-2km","walking",1.15,0.333333333333333,2.33333333333333,2.33333333333333
"y17h2810115p01",28,10115,16,57,"male",17,61,"Other",58.18,58.18,"walking",0.333333333333333,1.15,"weekday",5,"40 to 64","1-2km","walking",1.15,0.333333333333333,2.33333333333333,2.33333333333333
"y17h2810119p01",28,10119,17,41,"male",17,62,"Work",67.22,67.22,"walking",0.166666666666667,1.39,"weekday",1,"40 to 64","1-2km","walking",1.39,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810119p01",28,10119,17,41,"male",17,63,"Work",67.22,67.22,"public.transport",0.5,20.99,"weekday",2,"40 to 64",">10km","public.transport",20.99,0.5,3.5,3.5
"y17h2810119p01",28,10119,17,41,"male",17,64,"Work",67.22,67.22,"walking",0.0833333333333333,0.32,"weekday",3,"40 to 64","<1km","walking",0.32,0.0833333333333333,0.583333333333333,0.583333333333333
"y17h2810119p01",28,10119,17,41,"male",17,65,"Work",67.22,67.22,"walking",0.166666666666667,0.37,"weekday",4,"40 to 64","<1km","walking",0.37,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810119p01",28,10119,17,41,"male",17,66,"Work",67.22,67.22,"public.transport",0.55,19.35,"weekday",5,"40 to 64",">10km","public.transport",19.35,0.55,3.85,3.85
"y17h2810119p01",28,10119,17,41,"male",17,67,"Work",67.22,67.22,"walking",0.166666666666667,1.39,"weekday",6,"40 to 64","1-2km","walking",1.39,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810120p01",28,10120,18,64,"male",17,68,"Other",157.91,188.22,"car",0.166666666666667,1.63,"weekend day",1,"40 to 64","1-2km","car",1.63,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810120p01",28,10120,18,64,"male",17,69,"Other",157.91,188.22,"car",0.166666666666667,1.63,"weekend day",2,"40 to 64","1-2km","car",1.63,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810120p01",28,10120,18,64,"male",17,70,"Other",157.91,188.22,"car",0.833333333333333,22.26,"weekend day",3,"40 to 64",">10km","car",22.26,0.833333333333333,5.83333333333333,5.83333333333333
"y17h2810120p02",28,10120,19,58,"female",17,71,"Other",164.14,164.14,"car",0.166666666666667,1.63,"weekend day",1,"40 to 64","1-2km","car",1.63,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810120p02",28,10120,19,58,"female",17,72,"Other",164.14,164.14,"car",0.166666666666667,1.62,"weekend day",2,"40 to 64","1-2km","car",1.62,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810120p02",28,10120,19,58,"female",17,73,"Other",164.14,164.14,"car",0.833333333333333,22.26,"weekend day",3,"40 to 64",">10km","car",22.26,0.833333333333333,5.83333333333333,5.83333333333333
"y17h2810121p01",28,10121,20,34,"female",17,74,"Leisure",243.58,295.52,"car",0.166666666666667,0.98,"weekend day",1,"20 to 39","<1km","car",0.98,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810121p01",28,10121,20,34,"female",17,75,"Leisure",243.58,295.52,"car",1,97.7,"weekend day",2,"20 to 39",">10km","car",97.7,1,7,7
"y17h2810121p02",28,10121,21,34,"male",17,76,"Leisure",256.07,256.07,"car",0.166666666666667,0.98,"weekend day",1,"20 to 39","<1km","car",0.98,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810121p02",28,10121,21,34,"male",17,77,"Leisure",256.07,256.07,"car",1,97.7,"weekend day",2,"20 to 39",">10km","car",97.7,1,7,7
"y17h2810124p01",28,10124,22,50,"male",17,78,"Work",59.07,69.38,"car",0.333333333333333,13.17,"weekday",1,"40 to 64",">10km","car",13.17,0.333333333333333,2.33333333333333,2.33333333333333
"y17h2810124p01",28,10124,22,50,"male",17,79,"Other",59.07,69.38,"car",0.416666666666667,14.42,"weekday",2,"40 to 64",">10km","car",14.42,0.416666666666667,2.91666666666667,2.91666666666667
"y17h2810124p01",28,10124,22,50,"male",17,80,"Other",59.07,69.38,"car",0.0833333333333333,2.02,"weekday",3,"40 to 64","3-5km","car",2.02,0.0833333333333333,0.583333333333333,0.583333333333333
"y17h2810124p02",28,10124,23,39,"female",17,81,"Other",71.46,71.46,"car",0.166666666666667,2.12,"weekday",1,"20 to 39","3-5km","car",2.12,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810124p02",28,10124,23,39,"female",17,82,"Work",71.46,71.46,"car",0.2,4.65,"weekday",2,"20 to 39","3-5km","bicycle",4.65,0.422727272727273,1.4,2.95909090909091
"y17h2810124p02",28,10124,23,39,"female",17,83,"Work",71.46,71.46,"car",0.333333333333333,2.67,"weekday",3,"20 to 39","3-5km","bicycle",2.67,0.242727272727273,2.33333333333333,1.69909090909091
"y17h2810127p01",28,10127,24,71,"male",17,84,"Leisure",192.42,192.42,"car",0.5,19,"weekend day",1,"65 plus",">10km","car",19,0.5,3.5,3.5
"y17h2810127p01",28,10127,24,71,"male",17,85,"Leisure",192.42,192.42,"car",0.583333333333333,18.96,"weekend day",2,"65 plus",">10km","car",18.96,0.583333333333333,4.08333333333333,4.08333333333333
"y17h2810127p02",28,10127,25,66,"female",17,86,"Other",150.21,150.21,"car",0.5,20.43,"weekend day",1,"65 plus",">10km","car",20.43,0.5,3.5,3.5
"y17h2810127p02",28,10127,25,66,"female",17,87,"Other",150.21,150.21,"car",0.416666666666667,20.91,"weekend day",2,"65 plus",">10km","car",20.91,0.416666666666667,2.91666666666667,2.91666666666667
"y17h2810129p01",28,10129,26,71,"female",17,88,"Shopping",67.42,67.42,"car",0.25,2.03,"weekday",1,"65 plus","3-5km","car",2.03,0.25,1.75,1.75
"y17h2810129p01",28,10129,26,71,"female",17,89,"Shopping",67.42,67.42,"car",0.25,2.04,"weekday",2,"65 plus","3-5km","car",2.04,0.25,1.75,1.75
"y17h2810129p01",28,10129,26,71,"female",17,90,"Shopping",67.42,67.42,"car",0.25,2.03,"weekday",3,"65 plus","3-5km","car",2.03,0.25,1.75,1.75
"y17h2810129p01",28,10129,26,71,"female",17,91,"Shopping",67.42,67.42,"car",0.25,2.04,"weekday",4,"65 plus","3-5km","car",2.04,0.25,1.75,1.75
"y17h2810133p01",28,10133,27,65,"male",17,92,"Shopping",58.38,58.38,"car",0.416666666666667,11,"weekday",1,"65 plus",">10km","car",11,0.416666666666667,2.91666666666667,2.91666666666667
"y17h2810133p01",28,10133,27,65,"male",17,93,"Shopping",58.38,58.38,"car",0.25,5.88,"weekday",2,"65 plus","6-10km","car",5.88,0.25,1.75,1.75
"y17h2810133p01",28,10133,27,65,"male",17,94,"Shopping",58.38,58.38,"car",0.333333333333333,4,"weekday",3,"65 plus","3-5km","car",4,0.333333333333333,2.33333333333333,2.33333333333333
"y17h2810135p01",28,10135,28,90,"female",17,95,"Leisure",190.7,190.7,"walking",0.05,0.46,"weekend day",1,"65 plus","<1km","walking",0.46,0.05,0.35,0.35
"y17h2810135p01",28,10135,28,90,"female",17,96,"Leisure",190.7,190.7,"walking",0.0833333333333333,0.46,"weekend day",2,"65 plus","<1km","walking",0.46,0.0833333333333333,0.583333333333333,0.583333333333333
"y17h2810139p01",28,10139,29,55,"female",17,97,"Shopping",57.49,57.49,"car",0.0833333333333333,1.71,"weekday",1,"40 to 64","1-2km","car",1.71,0.0833333333333333,0.583333333333333,0.583333333333333
"y17h2810139p01",28,10139,29,55,"female",17,98,"Shopping",57.49,57.49,"car",0.833333333333333,31.5,"weekday",2,"40 to 64",">10km","car",31.5,0.833333333333333,5.83333333333333,5.83333333333333
"y17h2810139p01",28,10139,29,55,"female",17,99,"Work",57.49,57.49,"car",0.133333333333333,1.84,"weekday",3,"40 to 64","1-2km","bicycle",1.84,0.167272727272727,0.933333333333333,1.17090909090909
"y17h2810139p01",28,10139,29,55,"female",17,100,"Leisure",57.49,57.49,"car",1,30.42,"weekday",4,"40 to 64",">10km","car",30.42,1,7,7
"y17h2810139p01",28,10139,29,55,"female",17,101,"Leisure",57.49,57.49,"car",0.116666666666667,6.39,"weekday",5,"40 to 64","6-10km","car",6.39,0.116666666666667,0.816666666666667,0.816666666666667
"y17h2810141p01",28,10141,30,63,"female",17,102,"Leisure",150.21,150.21,"car",0.583333333333333,41.59,"weekend day",1,"40 to 64",">10km","car",41.59,0.583333333333333,4.08333333333333,4.08333333333333
"y17h2810141p01",28,10141,30,63,"female",17,103,"Leisure",150.21,150.21,"car",0.5,41.87,"weekend day",2,"40 to 64",">10km","car",41.87,0.5,3.5,3.5
"y17h2810141p01",28,10141,30,63,"female",17,104,"Shopping",150.21,150.21,"walking",0.0833333333333333,0.38,"weekend day",3,"40 to 64","<1km","walking",0.38,0.0833333333333333,0.583333333333333,0.583333333333333
"y17h2810141p01",28,10141,30,63,"female",17,105,"Shopping",150.21,150.21,"walking",0.0833333333333333,0.38,"weekend day",4,"40 to 64","<1km","walking",0.38,0.0833333333333333,0.583333333333333,0.583333333333333
"y17h2810201p03",28,10201,31,34,"female",17,106,"Work",65.49,65.49,"walking",0.133333333333333,0.63,"weekday",1,"20 to 39","<1km","walking",0.63,0.133333333333333,0.933333333333333,0.933333333333333
"y17h2810201p03",28,10201,31,34,"female",17,107,"Work",65.49,65.49,"public.transport",0.5,18.4,"weekday",2,"20 to 39",">10km","public.transport",18.4,0.5,3.5,3.5
"y17h2810201p03",28,10201,31,34,"female",17,108,"Work",65.49,65.49,"walking",0.0666666666666667,0.21,"weekday",3,"20 to 39","<1km","walking",0.21,0.0666666666666667,0.466666666666667,0.466666666666667
"y17h2810201p03",28,10201,31,34,"female",17,109,"Work",65.49,65.49,"walking",0.0833333333333333,0.4,"weekday",4,"20 to 39","<1km","walking",0.4,0.0833333333333333,0.583333333333333,0.583333333333333
"y17h2810201p03",28,10201,31,34,"female",17,110,"Work",65.49,65.49,"public.transport",0.316666666666667,17.73,"weekday",5,"20 to 39",">10km","public.transport",17.73,0.316666666666667,2.21666666666667,2.21666666666667
"y17h2810201p03",28,10201,31,34,"female",17,111,"Work",65.49,65.49,"walking",0.166666666666667,0.97,"weekday",6,"20 to 39","<1km","walking",0.97,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810202p01",28,10202,32,65,"male",17,112,"Work",53.59,53.59,"car",0.833333333333333,23.65,"weekday",1,"65 plus",">10km","car",23.65,0.833333333333333,5.83333333333333,5.83333333333333
"y17h2810202p01",28,10202,32,65,"male",17,113,"Work",53.59,53.59,"car",0.75,23.68,"weekday",2,"65 plus",">10km","car",23.68,0.75,5.25,5.25
"y17h2810202p02",28,10202,33,62,"female",17,114,"Other",51.89,51.89,"car",1.16666666666667,22.69,"weekday",1,"40 to 64",">10km","car",22.69,1.16666666666667,8.16666666666667,8.16666666666667
"y17h2810202p02",28,10202,33,62,"female",17,115,"Other",51.89,51.89,"walking",0.25,0.89,"weekday",2,"40 to 64","<1km","walking",0.89,0.25,1.75,1.75
"y17h2810202p02",28,10202,33,62,"female",17,116,"Shopping",51.89,51.89,"walking",0.25,0.89,"weekday",3,"40 to 64","<1km","walking",0.89,0.25,1.75,1.75
"y17h2810202p02",28,10202,33,62,"female",17,117,"Shopping",51.89,51.89,"car",0.916666666666667,24.68,"weekday",4,"40 to 64",">10km","car",24.68,0.916666666666667,6.41666666666667,6.41666666666667
"y17h2810202p02",28,10202,33,62,"female",17,118,"Shopping",51.89,51.89,"car",0.1,1.61,"weekday",5,"40 to 64","1-2km","car",1.61,0.1,0.7,0.7
"y17h2810202p03",28,10202,34,25,"female",17,119,"Shopping",83.1,83.1,"car",0.05,0.69,"weekday",1,"20 to 39","<1km","car",0.69,0.05,0.35,0.35
"y17h2810202p03",28,10202,34,25,"female",17,120,"Leisure",83.1,83.1,"car",0.0333333333333333,0.12,"weekday",2,"20 to 39","<1km","car",0.12,0.0333333333333333,0.233333333333333,0.233333333333333
"y17h2810202p03",28,10202,34,25,"female",17,121,"Leisure",83.1,83.1,"car",0.0833333333333333,0.73,"weekday",3,"20 to 39","<1km","car",0.73,0.0833333333333333,0.583333333333333,0.583333333333333
"y17h2810202p03",28,10202,34,25,"female",17,122,"Leisure",83.1,83.1,"car",0.5,12.89,"weekday",4,"20 to 39",">10km","car",12.89,0.5,3.5,3.5
"y17h2810202p03",28,10202,34,25,"female",17,123,"Leisure",83.1,83.1,"car",0.25,3.74,"weekday",5,"20 to 39","3-5km","car",3.74,0.25,1.75,1.75
"y17h2810202p03",28,10202,34,25,"female",17,124,"Other",83.1,83.1,"car",0.666666666666667,14.06,"weekday",6,"20 to 39",">10km","car",14.06,0.666666666666667,4.66666666666667,4.66666666666667
"y17h2810202p03",28,10202,34,25,"female",17,125,"Other",83.1,83.1,"car",0.0833333333333333,1.29,"weekday",7,"20 to 39","1-2km","car",1.29,0.0833333333333333,0.583333333333333,0.583333333333333
"y17h2810202p04",28,10202,35,29,"male",17,126,"Work",85.82,85.82,"car",0.766666666666667,28.28,"weekday",1,"20 to 39",">10km","car",28.28,0.766666666666667,5.36666666666667,5.36666666666667
"y17h2810202p04",28,10202,35,29,"male",17,127,"Work",85.82,85.82,"car",0.316666666666667,4.38,"weekday",2,"20 to 39","3-5km","bicycle",4.38,0.398181818181818,2.21666666666667,2.78727272727273
"y17h2810202p04",28,10202,35,29,"male",17,128,"Work",85.82,85.82,"car",1.08333333333333,32.75,"weekday",3,"20 to 39",">10km","car",32.75,1.08333333333333,7.58333333333333,7.58333333333333
"y17h2810204p01",28,10204,36,48,"male",17,129,"Work",62.57,62.57,"car",0.833333333333333,26.03,"weekday",1,"40 to 64",">10km","car",26.03,0.833333333333333,5.83333333333333,5.83333333333333
"y17h2810204p01",28,10204,36,48,"male",17,130,"Work",62.57,62.57,"car",0.583333333333333,26,"weekday",2,"40 to 64",">10km","car",26,0.583333333333333,4.08333333333333,4.08333333333333
"y17h2810204p02",28,10204,37,47,"female",17,131,"Other",60.59,75.35,"car",0.166666666666667,2.23,"weekday",1,"40 to 64","3-5km","car",2.23,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810204p02",28,10204,37,47,"female",17,132,"Work",60.59,75.35,"car",0.166666666666667,4.46,"weekday",2,"40 to 64","3-5km","bicycle",4.46,0.405454545454545,1.16666666666667,2.83818181818182
"y17h2810204p02",28,10204,37,47,"female",17,133,"Work",60.59,75.35,"car",0.25,4.28,"weekday",3,"40 to 64","3-5km","bicycle",4.28,0.389090909090909,1.75,2.72363636363636
"y17h2810206p01",28,10206,38,57,"male",17,134,"Leisure",134.49,134.49,"walking",0.166666666666667,0.58,"weekend day",1,"40 to 64","<1km","walking",0.58,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810206p01",28,10206,38,57,"male",17,135,"Leisure",134.49,134.49,"walking",0.166666666666667,0.58,"weekend day",2,"40 to 64","<1km","walking",0.58,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810206p02",28,10206,39,32,"female",17,136,"Leisure",182.22,221.08,"walking",0.166666666666667,0.58,"weekend day",1,"20 to 39","<1km","walking",0.58,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810206p02",28,10206,39,32,"female",17,137,"Leisure",182.22,221.08,"walking",0.166666666666667,0.58,"weekend day",2,"20 to 39","<1km","walking",0.58,0.166666666666667,1.16666666666667,1.16666666666667
"y17h2810209p01",28,10209,40,61,"female",17,138,"Other",51.89,51.89,"car",0.25,5.34,"weekday",1,"40 to 64","6-10km","car",5.34,0.25,1.75,1.75
"y17h2810209p01",28,10209,40,61,"female",17,139,"Work",51.89,51.89,"car",0.416666666666667,10.39,"weekday",2,"40 to 64",">10km","car",10.39,0.416666666666667,2.91666666666667,2.91666666666667
"y17h2810209p01",28,10209,40,61,"female",17,140,"Work",51.89,51.89,"car",0.5,9.52,"weekday",3,"40 to 64","6-10km","car",9.52,0.5,3.5,3.5
"y17h2810209p01",28,10209,40,61,"female",17,141,"Work",51.89,51.89,"car",0.216666666666667,6.78,"weekday",4,"40 to 64","6-10km","car",6.78,0.216666666666667,1.51666666666667,1.51666666666667
