"","age","sex","walk_base","walk_scen","cycle_base","cycle_scen","scen","purpose"
"1","20-39","male",55.5769531001756,55.5769531001756,8.94599024556534,162.003844835649,"all_0_10","all"
"2","20-39","male",55.5769530996411,55.5769530996411,8.94599024557402,20.5265716425974,"all_0_2","all"
"3","20-39","male",55.5769531001756,55.5769531001756,8.94599024556534,68.5067894029733,"all_0_5","all"
"4","20-39","male",55.5769531001756,60.5175959289543,8.94599024556534,8.94599024556534,"all_1_0","all"
"5","20-39","male",55.5769531001756,60.5175959289543,8.94599024556534,160.207247443366,"all_1_10","all"
"6","20-39","male",55.5769531001756,60.5175959289543,8.94599024556534,18.7299742502347,"all_1_2","all"
"7","20-39","male",55.5769531001756,60.5175959289543,8.94599024556534,66.7101920106901,"all_1_5","all"
"8","20-39","male",55.5769531001756,87.4235519417952,8.94599024556534,8.94599024556534,"all_2_0","all"
"9","20-39","male",55.5769531001756,87.4235519417952,8.94599024556534,150.423263438696,"all_2_10","all"
"10","20-39","male",55.5769531001756,87.4235519417952,8.94599024556534,56.9262080060207,"all_2_5","all"
