"","age","sex","walk_base","walk_scen","cycle_base","cycle_scen","scen","purpose"
"1","20-39","male",55.5769531001756,55.5769531001756,8.94599024556534,57.1057842514507,"commuting_0_10","commuting"
"2","20-39","male",55.5769531001756,55.5769531001756,8.94599024556534,10.9179146760972,"commuting_0_2","commuting"
"3","20-39","male",55.5769531001756,55.5769531001756,8.94599024556534,22.0317105585726,"commuting_0_5","commuting"
"4","20-39","male",55.5769531001756,56.4653098228707,8.94599024556534,8.94599024556534,"commuting_1_0","commuting"
"5","20-39","male",55.5769531001756,56.4653098228707,8.94599024556534,56.7827454431979,"commuting_1_10","commuting"
"6","20-39","male",55.5769531001756,56.4653098228707,8.94599024556534,10.5948758678444,"commuting_1_2","commuting"
"7","20-39","male",55.5769531001756,56.4653098228707,8.94599024556534,21.7086717503198,"commuting_1_5","commuting"
"8","20-39","male",55.5769531001756,60.9997452841382,8.94599024556534,8.94599024556534,"commuting_2_0","commuting"
"9","20-39","male",55.5769531001756,60.9997452841382,8.94599024556534,55.1338598209188,"commuting_2_10","commuting"
"10","20-39","male",55.5769531001756,60.9997452841382,8.94599024556534,20.0597861280407,"commuting_2_5","commuting"
