"year","age","sex","join_variable","rate","age_cohort","location","assumption"
2026,56,"male","2026_56",0.00460056639556823,47,"Australia","high"
2027,57,"male","2027_57",0.00494219253931923,47,"Australia","high"
2028,58,"male","2028_58",0.00527388250270825,47,"Australia","high"
2029,59,"male","2029_59",0.00560568252083403,47,"Australia","high"
2030,60,"male","2030_60",0.00591747376403762,47,"Australia","high"
2031,61,"male","2031_61",0.0062092374777442,47,"Australia","high"
2032,62,"male","2032_62",0.00650108634235997,47,"Australia","high"
2033,63,"male","2033_63",0.0068030886197391,47,"Australia","high"
2034,64,"male","2034_64",0.00713539650101126,47,"Australia","high"
2035,65,"male","2035_65",0.00747788985595883,47,"Australia","high"
2036,66,"male","2036_66",0.00785073654471385,47,"Australia","high"
2037,67,"male","2037_67",0.00831446960408522,47,"Australia","high"
2038,68,"male","2038_68",0.00885912643332461,47,"Australia","high"
2039,69,"male","2039_69",0.00946464881578545,47,"Australia","high"
2040,70,"male","2040_70",0.0101412490768924,47,"Australia","high"
2041,71,"male","2041_71",0.0109194002492773,47,"Australia","high"
2042,72,"male","2042_72",0.0118499339572365,47,"Australia","high"
2043,73,"male","2043_73",0.0129535359625817,47,"Australia","high"
2044,74,"male","2044_74",0.0142510657698603,47,"Australia","high"
2045,75,"male","2045_75",0.0157635951794782,47,"Australia","high"
2046,76,"male","2046_76",0.0175124517512982,47,"Australia","high"
2047,77,"male","2047_77",0.0195294646085041,47,"Australia","high"
2048,78,"male","2048_78",0.0218877997580293,47,"Australia","high"
2049,79,"male","2049_79",0.0246821126454961,47,"Australia","high"
2050,80,"male","2050_80",0.0280188885175259,47,"Australia","high"
2051,81,"male","2051_81",0.0318829008677272,47,"Australia","high"
2052,82,"male","2052_82",0.0363009797263316,47,"Australia","high"
2053,83,"male","2053_83",0.0413742303077061,47,"Australia","high"
2054,84,"male","2054_84",0.0472488526006106,47,"Australia","high"
2055,85,"male","2055_85",0.0540127783078763,47,"Australia","high"
2056,86,"male","2056_86",0.0612904684431075,47,"Australia","high"
2057,87,"male","2057_87",0.0688678792988005,47,"Australia","high"
2058,88,"male","2058_88",0.0766218986514426,47,"Australia","high"
2059,89,"male","2059_89",0.0844256320023871,47,"Australia","high"
2060,90,"male","2060_90",0.0921152889078056,47,"Australia","high"
2061,91,"male","2061_91",0.101678414033034,47,"Australia","high"
2062,92,"male","2062_92",0.113381486700972,47,"Australia","high"
2063,93,"male","2063_93",0.127333496468234,47,"Australia","high"
2064,94,"male","2064_94",0.143650994946155,47,"Australia","high"
2065,95,"male","2065_95",0.162201332878097,47,"Australia","high"
2066,96,"male","2066_96",0.178397266901801,47,"Australia","high"
2067,97,"male","2066_97",0.195248754120694,47,"Australia","high"
2068,98,"male","2066_98",0.210202647181409,47,"Australia","high"
2069,99,"male","2066_99",0.223118551626705,47,"Australia","high"
2070,100,"male","2066_100",0.25930195811749,47,"Australia","high"
2017,52,"male","2017_52",0.00346599964317462,52,"Australia","high"
2018,53,"male","2018_53",0.00374701128693468,52,"Australia","high"
2019,54,"male","2019_54",0.00406826417595393,52,"Australia","high"
2020,55,"male","2020_55",0.0043996643446871,52,"Australia","high"
2021,56,"male","2021_56",0.00473117437590144,52,"Australia","high"
2022,57,"male","2022_57",0.00509294706600938,52,"Australia","high"
2023,58,"male","2023_58",0.00546490543106728,52,"Australia","high"
2024,59,"male","2024_59",0.00583700220063293,52,"Australia","high"
2025,60,"male","2025_60",0.0062092374777442,52,"Australia","high"
2026,61,"male","2026_61",0.00657154538303897,52,"Australia","high"
2027,62,"male","2027_62",0.0069239150728242,52,"Australia","high"
2028,63,"male","2028_63",0.007296555232638,52,"Australia","high"
2029,64,"male","2029_64",0.00769956572644057,52,"Australia","high"
2030,65,"male","2030_65",0.00812290161955084,52,"Australia","high"
2031,66,"male","2031_66",0.00858676093732261,52,"Australia","high"
2032,67,"male","2032_67",0.00910129138920295,52,"Australia","high"
2033,68,"male","2033_68",0.00968676558954386,52,"Australia","high"
2034,69,"male","2034_69",0.0103129966084439,52,"Australia","high"
2035,70,"male","2035_70",0.0109901712999031,52,"Australia","high"
2036,71,"male","2036_71",0.0117588652660836,52,"Australia","high"
2037,72,"male","2037_72",0.0127509489254332,52,"Australia","high"
2038,73,"male","2038_73",0.013936665738873,52,"Australia","high"
2039,74,"male","2039_74",0.0153370130102378,52,"Australia","high"
2040,75,"male","2040_75",0.0169732338077108,52,"Australia","high"
2041,76,"male","2041_76",0.0188464845463792,52,"Australia","high"
2042,77,"male","2042_77",0.0210193672240755,52,"Australia","high"
2043,78,"male","2043_78",0.023555259621537,52,"Australia","high"
2044,79,"male","2044_79",0.0265698735426183,52,"Australia","high"
2045,80,"male","2045_80",0.0301602830948911,52,"Australia","high"
2046,81,"male","2046_81",0.0343223298455724,52,"Australia","high"
2047,82,"male","2047_82",0.0390735239861383,52,"Australia","high"
2048,83,"male","2048_83",0.0445267653834744,52,"Australia","high"
2049,84,"male","2049_84",0.0508512868241298,52,"Australia","high"
2050,85,"male","2050_85",0.058137716729943,52,"Australia","high"
2051,86,"male","2051_86",0.0659688769422111,52,"Australia","high"
2052,87,"male","2052_87",0.0741310493430751,52,"Australia","high"
2053,88,"male","2053_88",0.0824798417402926,52,"Australia","high"
2054,89,"male","2054_89",0.0908770207905905,52,"Australia","high"
2055,90,"male","2055_90",0.0991575715332186,52,"Australia","high"
2056,91,"male","2056_91",0.109457786910393,52,"Australia","high"
2057,92,"male","2057_92",0.122065944229531,52,"Australia","high"
2058,93,"male","2058_93",0.137080540548368,52,"Australia","high"
2059,94,"male","2059_94",0.154655807382704,52,"Australia","high"
2060,95,"male","2060_95",0.174639142254595,52,"Australia","high"
2061,96,"male","2061_96",0.192093143622788,52,"Australia","high"
2062,97,"male","2062_97",0.207171781804511,52,"Australia","high"
2063,98,"male","2063_98",0.219761775967802,52,"Australia","high"
2064,99,"male","2064_99",0.229828344842931,52,"Australia","high"
2065,100,"male","2065_100",0.263197611604781,52,"Australia","high"
2017,57,"male","2017_57",0.0052437243230536,57,"Australia","high"
2018,58,"male","2018_58",0.0056559648561574,57,"Australia","high"
2019,59,"male","2019_59",0.00607843632047048,57,"Australia","high"
2020,60,"male","2020_60",0.00653128246618648,57,"Australia","high"
2021,61,"male","2021_61",0.00693398460292961,57,"Australia","high"
2022,62,"male","2022_62",0.00735699645356901,57,"Australia","high"
2023,63,"male","2023_63",0.00781042209197705,57,"Australia","high"
2024,64,"male","2024_64",0.00829430282482011,57,"Australia","high"
2025,65,"male","2025_65",0.00879859435634962,57,"Australia","high"
2026,66,"male","2026_66",0.00934351500315247,57,"Australia","high"
2027,67,"male","2027_67",0.00996953103749048,57,"Australia","high"
2028,68,"male","2028_68",0.010666687375244,57,"Australia","high"
2029,69,"male","2029_69",0.0114149028152984,57,"Australia","high"
2030,70,"male","2030_70",0.012224414622723,57,"Australia","high"
2031,71,"male","2031_71",0.0131257672189279,57,"Australia","high"
2032,72,"male","2032_72",0.0141597781580329,57,"Australia","high"
2033,73,"male","2033_73",0.0153674771311218,57,"Australia","high"
2034,74,"male","2034_74",0.0167698308759733,57,"Australia","high"
2035,75,"male","2035_75",0.0183982139464423,57,"Australia","high"
2036,76,"male","2036_76",0.020284343302707,57,"Australia","high"
2037,77,"male","2037_77",0.0226240036379461,57,"Australia","high"
2038,78,"male","2038_78",0.0253588344668901,57,"Australia","high"
2039,79,"male","2039_79",0.0285949668801128,57,"Australia","high"
2040,80,"male","2040_80",0.0324612101553816,57,"Australia","high"
2041,81,"male","2041_81",0.0369441065897087,57,"Australia","high"
2042,82,"male","2042_82",0.0420519172318693,57,"Australia","high"
2043,83,"male","2043_83",0.0479305337575499,57,"Australia","high"
2044,84,"male","2044_84",0.0547413373243438,57,"Australia","high"
2045,85,"male","2045_85",0.062577777984727,57,"Australia","high"
2046,86,"male","2046_86",0.0710127672464195,57,"Australia","high"
2047,87,"male","2047_87",0.0798010702035548,57,"Australia","high"
2048,88,"male","2048_88",0.0887765703908457,57,"Australia","high"
2049,89,"male","2049_89",0.0978333603487631,57,"Australia","high"
2050,90,"male","2050_90",0.106750369946881,57,"Australia","high"
2051,91,"male","2051_91",0.117826786613443,57,"Australia","high"
2052,92,"male","2052_92",0.131407934472722,57,"Australia","high"
2053,93,"male","2053_93",0.147583954705837,57,"Australia","high"
2054,94,"male","2054_94",0.166515139011377,57,"Australia","high"
2055,95,"male","2055_95",0.188041886728861,57,"Australia","high"
2056,96,"male","2056_96",0.206851982537324,57,"Australia","high"
2057,97,"male","2057_97",0.223106052017317,57,"Australia","high"
2058,98,"male","2058_98",0.236684821880877,57,"Australia","high"
2059,99,"male","2059_99",0.247551516920378,57,"Australia","high"
2060,100,"male","2060_100",0.283543979513912,57,"Australia","high"
2017,62,"male","2017_62",0.00780034373273389,62,"Australia","high"
2018,63,"male","2018_63",0.00834472053556421,62,"Australia","high"
2019,64,"male","2019_64",0.00892975182116292,62,"Australia","high"
2020,65,"male","2020_65",0.00954541284353139,62,"Australia","high"
2021,66,"male","2021_66",0.0101412490768924,62,"Australia","high"
2022,67,"male","2022_67",0.0108688525651086,62,"Australia","high"
2023,68,"male","2023_68",0.0116981574124923,62,"Australia","high"
2024,69,"male","2024_69",0.0125889088404128,62,"Australia","high"
2025,70,"male","2025_70",0.0135412705666673,62,"Australia","high"
2026,71,"male","2026_71",0.0146061523893621,62,"Australia","high"
2027,72,"male","2027_72",0.0157940722987832,62,"Australia","high"
2028,73,"male","2028_73",0.0171563318266948,62,"Australia","high"
2029,74,"male","2029_74",0.0187343980562504,62,"Australia","high"
2030,75,"male","2030_75",0.0205292912524927,62,"Australia","high"
2031,76,"male","2031_76",0.0226035462098532,62,"Australia","high"
2032,77,"male","2032_77",0.0249691508235443,62,"Australia","high"
2033,78,"male","2033_78",0.0277515363308434,62,"Australia","high"
2034,79,"male","2034_79",0.0310676399648969,62,"Australia","high"
2035,80,"male","2035_80",0.0350677486605005,62,"Australia","high"
2036,81,"male","2036_81",0.0397600585738775,62,"Australia","high"
2037,82,"male","2037_82",0.0452693694475351,62,"Australia","high"
2038,83,"male","2038_83",0.0515880746730953,62,"Australia","high"
2039,84,"male","2039_84",0.058911714679849,62,"Australia","high"
2040,85,"male","2040_85",0.0673584935248188,62,"Australia","high"
2041,86,"male","2041_86",0.0764383777484365,62,"Australia","high"
2042,87,"male","2042_87",0.0858956360237757,62,"Australia","high"
2043,88,"male","2043_88",0.0955642120677883,62,"Australia","high"
2044,89,"male","2044_89",0.105304961645423,62,"Australia","high"
2045,90,"male","2045_90",0.114905928501358,62,"Australia","high"
2046,91,"male","2046_91",0.126845223525319,62,"Australia","high"
2047,92,"male","2047_92",0.14145988306093,62,"Australia","high"
2048,93,"male","2048_93",0.158890227091413,62,"Australia","high"
2049,94,"male","2049_94",0.179294144035948,62,"Australia","high"
2050,95,"male","2050_95",0.202495693091058,62,"Australia","high"
2051,96,"male","2051_96",0.222768621609137,62,"Australia","high"
2052,97,"male","2052_97",0.24028971014918,62,"Australia","high"
2053,98,"male","2053_98",0.254943863864008,62,"Australia","high"
2054,99,"male","2054_99",0.266664497229311,62,"Australia","high"
2055,100,"male","2055_100",0.305506657364333,62,"Australia","high"
2017,67,"male","2017_67",0.0118296957535788,67,"Australia","high"
2018,68,"male","2018_68",0.0128218497200583,67,"Australia","high"
2019,69,"male","2019_69",0.0138961051921114,67,"Australia","high"
2020,70,"male","2020_70",0.0150527259596288,67,"Australia","high"
2021,71,"male","2021_71",0.0161700331626379,67,"Australia","high"
2022,72,"male","2022_72",0.0175328052923061,67,"Australia","high"
2023,73,"male","2023_73",0.019080887812792,67,"Australia","high"
2024,74,"male","2024_74",0.0208253500989027,67,"Australia","high"
2025,75,"male","2025_75",0.0228183700806803,67,"Australia","high"
2026,76,"male","2026_76",0.0250716844290233,67,"Australia","high"
2027,77,"male","2027_77",0.0276487275961228,67,"Australia","high"
2028,78,"male","2028_78",0.0306344805760982,67,"Australia","high"
2029,79,"male","2029_79",0.0341877995372434,67,"Australia","high"
2030,80,"male","2030_80",0.0384290266197819,67,"Australia","high"
2031,81,"male","2031_81",0.043387783342987,67,"Australia","high"
2032,82,"male","2032_82",0.0490642017142904,67,"Australia","high"
2033,83,"male","2033_83",0.0556395678706788,67,"Australia","high"
2034,84,"male","2034_84",0.0633658756218198,67,"Australia","high"
2035,85,"male","2035_85",0.0723986646217843,67,"Australia","high"
2036,86,"male","2036_86",0.0822735274360074,67,"Australia","high"
2037,87,"male","2037_87",0.0924552589717812,67,"Australia","high"
2038,88,"male","2038_88",0.102874718923265,67,"Australia","high"
2039,89,"male","2039_89",0.113359085769093,67,"Australia","high"
2040,90,"male","2040_90",0.123705539108153,67,"Australia","high"
2041,91,"male","2041_91",0.136553096233112,67,"Australia","high"
2042,92,"male","2042_92",0.152300725381997,67,"Australia","high"
2043,93,"male","2043_93",0.171073059023208,67,"Australia","high"
2044,94,"male","2044_94",0.19305091100704,67,"Australia","high"
2045,95,"male","2045_95",0.218068948916463,67,"Australia","high"
2046,96,"male","2046_96",0.239933720621684,67,"Australia","high"
2047,97,"male","2047_97",0.258835497894201,67,"Australia","high"
2048,98,"male","2048_98",0.274634233602523,67,"Australia","high"
2049,99,"male","2049_99",0.287282152430454,67,"Australia","high"
2050,100,"male","2050_100",0.329240449145961,67,"Australia","high"
2017,72,"male","2017_72",0.0194071055252288,72,"Australia","high"
2018,73,"male","2018_73",0.02119299340734,72,"Australia","high"
2019,74,"male","2019_74",0.0231969816042026,72,"Australia","high"
2020,75,"male","2020_75",0.0254306348618231,72,"Australia","high"
2021,76,"male","2021_76",0.0277001306422786,72,"Australia","high"
2022,77,"male","2022_77",0.030479826253975,72,"Australia","high"
2023,78,"male","2023_78",0.0336808863688887,72,"Australia","high"
2024,79,"male","2024_79",0.0374734405235505,72,"Australia","high"
2025,80,"male","2025_80",0.0419684848225016,72,"Australia","high"
2026,81,"male","2026_81",0.0471964348309747,72,"Australia","high"
2027,82,"male","2027_82",0.0531370984131287,72,"Australia","high"
2028,83,"male","2028_83",0.0599941955768224,72,"Australia","high"
2029,84,"male","2029_84",0.0680005069007488,72,"Australia","high"
2030,85,"male","2030_85",0.0773131031026703,72,"Australia","high"
2031,86,"male","2031_86",0.087575172255953,72,"Australia","high"
2032,87,"male","2032_87",0.0984731768094596,72,"Australia","high"
2033,88,"male","2033_88",0.109837187684905,72,"Australia","high"
2034,89,"male","2034_89",0.121433440283531,72,"Australia","high"
2035,90,"male","2035_90",0.13291444012172,72,"Australia","high"
2036,91,"male","2036_91",0.147016190926659,72,"Australia","high"
2037,92,"male","2037_92",0.163978818146238,72,"Australia","high"
2038,93,"male","2038_93",0.184211341312422,72,"Australia","high"
2039,94,"male","2039_94",0.207897859723646,72,"Australia","high"
2040,95,"male","2040_95",0.234861944268408,72,"Australia","high"
2041,96,"male","2041_96",0.258446947183446,72,"Australia","high"
2042,97,"male","2042_97",0.278841267786299,72,"Australia","high"
2043,98,"male","2043_98",0.295888990599112,72,"Australia","high"
2044,99,"male","2044_99",0.309546022815328,72,"Australia","high"
2045,100,"male","2045_100",0.354876561997353,72,"Australia","high"
