"year","sex","brsc","utrc","tbalc","carc","kdnc","bldc","lvrc","mltm","chml","espc","stmc","hanc","rctc","ishd","strk","dmt2","adaod","prkd","dprd"
84,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
85,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
86,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
87,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
88,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
89,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
9,"female",0.895997366422299,1.02912721592373,1.04055845520705,0.914758518171602,0.891945113607782,0.921376560239878,1.23122517342743,0.967151801739882,0.567156261097731,0.931283881968935,0.759347728392239,0.802929217650525,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
90,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
91,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
92,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
93,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
94,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
95,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
96,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
97,"female",0.874396135265701,1.03571428571429,1.04979253112033,0.896825396825397,0.869565217391304,0.904761904761905,1.28947368421053,0.96,0.5,0.916666666666667,0.714285714285714,0.764705882352941,1.13888888888889,0.787746708620987,0.787746708620987,1,1.00143821882131,0.985334499095229,1
