"","age","sex","walk_base","walk_scen","cycle_base","cycle_scen","scen","purpose"
"1","15-19","all",65.2345287690563,65.2345287690563,0.862043278917678,159.042518616276,"all_0_10","all"
"2","15-19","all",65.234528768055,65.234528768055,0.862043278978843,6.80208401612258,"all_0_2","all"
"3","15-19","all",65.2345287690563,65.2345287690563,0.862043278917678,44.9857529760229,"all_0_5","all"
"4","15-19","all",65.2345287690563,66.3567135030304,0.862043278917678,0.862043278917678,"all_1_0","all"
"5","15-19","all",65.2345287690563,66.3567135030304,0.862043278917678,158.634451440285,"all_1_10","all"
"6","15-19","all",65.2345287690563,66.3567135030304,0.862043278917678,6.3940168401782,"all_1_2","all"
"7","15-19","all",65.2345287690563,66.3567135030304,0.862043278917678,44.5776858000323,"all_1_5","all"
"8","15-19","all",65.2345287690563,81.5696407964968,0.862043278917678,0.862043278917678,"all_2_0","all"
"9","15-19","all",65.2345287690563,81.5696407964968,0.862043278917678,153.102477879025,"all_2_10","all"
"10","15-19","all",65.2345287690563,81.5696407964968,0.862043278917678,39.0457122387718,"all_2_5","all"
