"","age","sex","walk_base","walk_scen","cycle_base","cycle_scen","scen","purpose"
"1","40-64","female",72.7942658392739,73.876846313101,3.97286606830178,247.050394899589,"all_0_10","all"
"2","40-64","female",72.79426584084,73.8768463146671,3.97286606832161,23.0712634417714,"all_0_2","all"
"3","40-64","female",72.7942658392739,73.876846313101,3.97286606830178,106.0500785609,"all_0_5","all"
"4","40-64","female",72.7942658392739,81.2694115805112,3.97286606830178,3.97286606830178,"all_1_0","all"
"5","40-64","female",72.7942658392739,81.2694115805112,3.97286606830178,244.362189347804,"all_1_10","all"
"6","40-64","female",72.7942658392739,81.2694115805112,3.97286606830178,20.3830578900211,"all_1_2","all"
"7","40-64","female",72.7942658392739,81.2694115805112,3.97286606830178,103.361873009115,"all_1_5","all"
"8","40-64","female",72.7942658392739,126.397439090239,3.97286606830178,3.97286606830178,"all_2_0","all"
"9","40-64","female",72.7942658392739,126.397439090239,3.97286606830178,227.951997526084,"all_2_10","all"
"10","40-64","female",72.7942658392739,126.397439090239,3.97286606830178,86.9516811873954,"all_2_5","all"
