"","age","sex","walk_base","walk_scen","cycle_base","cycle_scen","scen","purpose"
"1","all","male",64.6693287105685,64.9117943912736,12.00453094853,190.214418455512,"all_0_10","all"
"2","all","male",64.6693287105319,64.911794391237,12.0045309482853,26.5456854775953,"all_0_2","all"
"3","all","male",64.6693287105685,64.9117943912736,12.00453094853,89.288130717812,"all_0_5","all"
"4","all","male",64.6693287105685,71.0422417282914,12.00453094853,12.2224397141075,"all_1_0","all"
"5","all","male",64.6693287105685,71.0422417282914,12.00453094853,187.985164878414,"all_1_10","all"
"6","all","male",64.6693287105685,71.0422417282914,12.00453094853,24.3164319007563,"all_1_2","all"
"7","all","male",64.6693287105685,71.0422417282914,12.00453094853,87.0588771407146,"all_1_5","all"
"8","all","male",64.6693287105685,104.300720241576,12.00453094853,12.2224397141075,"all_2_0","all"
"9","all","male",64.6693287105685,104.300720241576,12.00453094853,175.891172691765,"all_2_10","all"
"10","all","male",64.6693287105685,104.300720241576,12.00453094853,74.9648849540658,"all_2_5","all"
